"norm_cidade","LOCAL_VOTACAO","Escola",match
"SAO JOAO DE MERITI","ESCOLA ESTADUAL PROFESSOR MAURICIO BRUM","EE PROFESSOR ALFREDO MAURICIO BRUM",1
"SAO JOAO DE MERITI","CENTRO EDUCACIONAL VILA NORMA","CENTRO EDUCACIONAL VILA NORMA LTDA",1
"ARARUAMA","ESCOLA MUNICIPAL DE PARATY","E M PARATI",1
"BARRA MANSA","ESCOLA MUNICIPAL EULALIA GOUVEA","ESCOLA MUNICIPAL EULALIA GOUVEA PEREIRA",1
"DUQUE DE CAXIAS","COLEGIO SANTO ANTONIO","COL STO ANTONIO",1
"DUQUE DE CAXIAS","ESCOLA MUNICIPAL ALVARO ALBERTO","CRECHE-ESCOLA MUNICIPAL DR ALVARO ALBERTO",1
"DUQUE DE CAXIAS","ESCOLA MUNICIPAL ZILLA JUNGER","E M PROF ZILLA JUNGER DA SILVA",1
"DUQUE DE CAXIAS","ESCOLA ESTADUAL SENHOR DO BONFIM","EE BAIRRO SENHOR DO BONFIM",1
"ITABORAI","COLEGIO ALBERTO TORRES","E M ALFREDO TORRES",1
"MACAE","ESCOLA ESTADUAL MUNICIPALIZADA COQUINHO","CEM COQUINHO",1
"MACAE","ESCOLA MUNICIPAL PEDRO ADAMI FILHO","CM PEDRO ADAMI",1
"SAO FRANCISCO DE ITABAPOANA","ESCOLA ESTADUAL SANTO AMARO","E M STO AMARO",1
"VOLTA REDONDA","ESCOLA MUNICIPAL JURACY VARANDA","E M PROF JURACY VARANDA A GAMA",1
"JAPERI","ESCOLA MUNICIPAL ARISTIDES ARRUDA","ESCOLA MUNICIPAL PASTOR ARISTIDES ARRUDA",1
"ARRAIAL DO CABO","ESCOLA ESTADUAL 20 DE JULHO","CE VINTE DE JULHO",1
"GUAPIMIRIM","E.M. ENEDIR SEIXAS","E M PROFª ENEDIR SEIXAS CHAVES",1
"BELFORD ROXO","CENTRO EDUCACIONAL PARAISO DA EMILIA","JARDIM ESCOLA PARAISO DA EMILIA",1
"BELFORD ROXO","COLEGIO CULTURA E ARTE","COLEGIO CULTURA E ARTE LTDA",1
"BELFORD ROXO","CAIC DARCY VARGAS","CAIC 1003 DONA DARCY VARGAS",1
"NOVA IGUACU","CENTRO EDUCACIONAL CRISTAO","CENTRO EDUCACIONAL CRISTAO CEDUC",1
"NOVA IGUACU","COLEGIO NOVO HORIZONTE","COL NOVO HORIZONTE LTDA",1
"TRES RIOS","COLEGIO ESTADUAL WALMIR PECANHA","J I M DR VALMIR PECANHA",1
"SAO JOAO DE MERITI","COLEGIO MEU FUTURO","JD ESC MEU FUTURO LTDA",1
"SAO JOAO DE MERITI","COLEGIO LIMA NUNES","COL LIMA NUNES LTDA",1
"TERESOPOLIS","E.E.M. ALBINO T. DA ROCHA","ESCOLA MUNICIPAL ALBINO TEIXEIRA DA ROCHA",1
"ITATIAIA","ESCOLA MUNICIPAL OTORINO ZANON","C M DOM OTTORINO ZANON",1
"NILOPOLIS","CENAZA - CENTRO EDUCACIONAL NAZARENO","CENAZA - CENTRO EDUCACIONAL NAZARENO DO RJ",1
"CABO FRIO","ESC. MUN. DO ANGELIM","ESCOLA ESTADUAL MUNICIPALIZADA ANGELIM",1
"GUAJARA-MIRIM","ESCOLA INDIGENA ABRAAO KOOP","EIEEF ABRAO KOOP",1
"PORTO VELHO","JONH KENNEDY - ESCOLA ESTADUAL","EEEFM JOHN KENNEDY",1
"PORTO VELHO","NACIONAL - ESCOLA MUNICIPAL","EMEIEF NACIONAL",1
"PORTO VELHO","ESCOLA MUNICIPAL OLAVO PIRES","E M E F SENADOR OLAVO GOMES PIRES",1
"PORTO VELHO","MARECHAL CANDIDO RONDON - ESCOLA ESTADUAL","ESCOLA SENAI MARECHAL RONDON",1
"ARIQUEMES","ARCO IRIS - ESCOLA MUNICIPAL","EMEIEF ARCO-IRIS",1
"COLORADO DO OESTE","MANOEL BANDEIRA - COLEGIO","EEEFM MANUEL BANDEIRA",1
"JARU","MARIA DE LOURDES - ESCOLA MUNICIPAL","EMEF MARIA DE LOURDES DA SILVA",1
"MINISTRO ANDREAZZA","BALAO MAGICO - ESCOLA MUNICIPAL","E M E I E FBALAO MAGICO",1
"TEIXEIROPOLIS","PIONEIRA - ESCOLA ESTADUAL","EEEFM PIONEIRA",1
"CORUMBIARA","OSVALDO PIANA - ESCOLA ESTADUAL","E E E F M DOUTOR OSWALDO PIANA",1
"ALTA FLORESTA D'OESTE","POTY - ESCOLA MUNICIPAL","EMEIEF POTY",1
"ALTO ALEGRE DOS PARECIS","JOAO PAULO I - ESCOLA MUNICIPAL","EMEF DOM JOAO PAULO I",1
"PORTO VELHO","TUCUMA - ESCOLA MUNICIPAL","EMEIEF TUCUMA",1
"PORTO VELHO","RIO GUAPORE - ESCOLA MUNICIPAL","E M E F RIO GUAPORE",1
"PORTO VELHO","SAO LUIZ - ESCOLA ESTADUAL","EEEFM SAO LUIZ",1
"PORTO VELHO","MARIANA - ESCOLA ESTADUAL","EEEFM MARIANA",1
"CUJUBIM","PEQUENO PRINCIPE - ESCOLA MUNICIPAL","EMEF PEQUENO PRINCIPE",1
"VALE DO PARAISO","TUBARAO - ESCOLA ESTADUAL","EEEFM TUBARAO",1
"MACHADINHO D'OESTE","JOAO PAULO II - ESCOLA MUNICIPAL","EPMEIEF JOAO PAULO II",1
"MACHADINHO D'OESTE","TOM JOBIM - ESCOLA MUNICIPAL","EPMEIEF TOM JOBIM",1
"BURITIS","BURITIS - ESCOLA ESTADUAL","EEEFM BURITI",1
"SAO MIGUEL DO GUAPORE","TIO TECO - ESCOLA MUNICIPAL","EMEIEF TIO TECO",1
"SERINGUEIRAS","PINOQUIO- ESCOLA MUNICIPAL","EMEIEF PINOQUIO",1
"BOA VISTA","COSTA E SILVA E.E. PRESIDENTE","ESCOLA ESTADUAL PRESIDENTE COSTA E SILVA",1
"BOA VISTA","VOVO DANDAE E.M.","ESC MUNICIPAL VOVO DANDAE",1
"BOA VISTA","AYRTON SENNA E.E.","ESCOLA ESTADUAL AYRTON SENNA DA SILVA",1
"BOA VISTA","BURITIS E.P.G.","ESCOLA ESTADUAL BURITI",1
"BOA VISTA","MENINO JESUS P.E.","ESCOLA MUNICIPAL MENINO DE JESUS",1
"BOA VISTA","JOQUEI CLUBE E. M.","ESCOLA MUNICIPAL JOQUEI CLUBE",1
"BOA VISTA","CARANA E.E.P.G.","ESCOLA ESTADUAL CARANA",1
"ALTO ALEGRE","PROFESSOR GERALDO PINTO E.","ESCOLA ESTADUAL PROFESSOR GERALDO DA SILVA PINTO",1
"BOA VISTA","CRECHE TIA LINDA","ESCOLA MUNICIPAL TIA LINDA",1
"BOA VISTA","BRANCA DE NEVE E.M.","ESCOLA MUNICIPAL BRANCA DE NEVE",1
"BOA VISTA","CASA MAE TIA RAY","ESCOLA MUNICIPAL DE EDUCACAO INFANTIL CASA MAE TIA RAY",1
"BONFIM","JOAQUIM THOME E.M.I.","ESCOLA MUNICIPAL INDIGENA JOAQUIM THOME",1
"BONFIM","SANTA RITA E. E. I.","ESCOLA ESTADUAL INDIGENA SANTA RITA",1
"MUCAJAI","IRMA LEONILDES E.M.","ESCOLA MUNICIPAL IRMA LEONILDES DAL POS",1
"PACARAIMA","ESCOLA MANOEL BARBOSA","ESCOLA ESTADUAL INDIGENA INDIO MANOEL BARBOSA",1
"CAMPOS BORGES","ESCOLA JOAO FERRARI","ESC EST ED BAS JOAO FERRARI",1
"ACEGUA","ESCOLA  BARAO DO ACEGUA","ESC EST ENS MED BARAO DE ACEGUA",1
"PINTO BANDEIRA","BARAO DO MAUA - ESCOLA","EMEF BARAO DE MAUA",1
"SANTANA DA BOA VISTA","ESCOLA E. JACINTO INACIO","ESC MEDIA EST JACINTO INACIO",1
"CANDELARIA","E. E. E. M. GASTAO B. LEPAGE","ESC EST ENS MED GASTAO BRAGATTI LEPAGE",1
"CARAZINHO","EMEI - KENIA SETTI","ESC MUN ED INFA KENIA SETTI",1
"PEJUCARA","E.E. ANGELO FURIAN","ESC EST ED BAS ANGELO FURIAN",1
"ERECHIM","ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JAGUARETE","EMEF FUND JAGUARETE",1
"SERAFINA CORREA","ESCOLA MUNICIPAL INFANTIL SANTA LUCIA","EMI SANTA LUCIA",1
"ITAQUI","ESCOLA OSVALDO CRUZ","INST EST EDUC OSVALDO CRUZ",1
"CASEIROS","ESCOLA DE 1 GRAU CASEMIRO DE ABREU","ESC EST ED BAS CASIMIRO DE ABREU",1
"PROGRESSO","ESCOLA ESTADUAL SAO FRANCISCO","ESC EST ED BAS SAO FRANCISCO",1
"SANT'ANA DO LIVRAMENTO","ESCOLA ESTADUAL GENERAL NETO","ESC EST ED BAS GENERAL NETO",1
"PONTAO","E. M. OLAVO BILAC","EMEI E EF OLAVO BILAC",1
"PONTAO","E. M. PAULO FREIRE","ESC MUN DE EDUC INF E ENS FUND PAULO FREIRE",1
"QUARAI","ESCOLA PROF JOSE DIEHL","INST EST EDUC PROFESSOR DIEHL",1
"QUARAI","ESCOLA ESTADUAL VILA OLIMPO","ESC EST ENS FUN DE VILA OLIMPO",1
"QUARAI","CRECHE PIMPOLHO","EMEI PIMPOLHO",1
"TUPARENDI","ESCOLA ESTADUAL DE ENSINO MEDIO YETE","ESC EST ED BAS YETE",1
"SANTIAGO","ESCOLA ESTADUAL PROFESSOR IZAIAS","INST EST EDUC PROFESSOR ISAIAS",1
"SANTIAGO","ESCOLA RURAL DO BOQUEIRAO","ESC EST ENS FUN BOQUEIRAO",1
"SANTIAGO","ESCOLA MUNICIPAL AURORA LUBNON","EMEF AURORA MELLO LUBNON",1
"UNISTALDA","ESCOLA ESTADUAL JOAO AQUINO","ESC EST ED BAS JOAO AQUINO",1
"SAO GABRIEL","ESCOLA ESTADUAL MENNA BARRETO","INST EST EDUC MENNA BARRETO",1
"SAO LEOPOLDO","PEDRO SCHNEIDER  I. E.","INST EST EDUC PROF PEDRO SCHNEIDER",1
"SAO LEOPOLDO","OLINDO FLORES E. E.","ESC EST ENS MED OLINDO FLORES DA SILVA",1
"SAO LEOPOLDO","PAULO COUTO  E. M.","EMEF DOUTOR PAULO DA SILVA COUTO",1
"SAO LEOPOLDO","ALVARO NUNES  E. M.","EMEF PROFESSOR ALVARO LUIS NUNES",1
"ROLADOR","ESCOLA MUNICIPAL AMALIA MENEZES","ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL AMALIA DA SILVA MENEZES",1
"LAGOA BONITA DO SUL","ESCOLA ESTADUAL JOSE LUCHESE-CENTRO","ESC EST ENS MED JOSE LUCHESE",1
"PASSA SETE","ESCOLA ESTADUAL CRISTO REI-CENTRO","ESC EST ENS MED CRISTO REI",1
"SOLEDADE","EE POLIVALENTE - PREMEN","INST ESTADUAL POLIVALENTE",1
"PINHAL DA SERRA","ESC. EST. ENS. FUNDAMENTAL PAULO SEXTO","ESC EST ENS FUN PAULO VI",1
"TURUCU","GRUPO ESCOLAR DR. URBANO GARCIA","EMEI E EF DR URBANO GARCIA",1
"MARAU","ESCOLA CHARRUAS","ESC EST ENS FUN CHARRUAS",1
"MARAU","ESCOLA ANCHIETA","ESC EST ENS MED ANCHIETA",1
"ENCANTADO","E. M. DE ENSINO FUND. PORTO XV","EMEF PORTO QUINZE",1
"FLORES DA CUNHA","ESCOLA MUNICIPAL TIRADENTES - SAO JOAO","ESC MUN ENS FUN TIRADENTES",1
"FLORES DA CUNHA","ESCOLA MUNICIPAL DE ENS. FUND. SAO JOSE","ESC MUNIC ENS FUN SAO JOSE",1
"GETULIO VARGAS","E. E. ERICO VERISSIMO","ESC EST FUNDAM ERICO VERISSIMO",1
"GRAVATAI","ESCOLA ESTADUAL CARLOS BINA - ANEXO","ESC EST ENS MED CARLOS BINA",1
"SAO LEOPOLDO","COLEGIO SAO JOSE - CENTRO","COLEGIO SAO JOSE",1
"TERRA DE AREIA","ESCOLA ESTADUAL ERICA MARQUES","ESC EST BASICA PROFESSORA ERICA MARQUES",1
"PIRATINI","ESCOLA MUNICIPAL PADRE REINALDO WIST","ESC MUN ENS FUN PADRE REINALDO",1
"QUEVEDOS","ESC. EST. DOM PEDRO I","ESC EST ED BAS DOM PEDRO I",1
"SAO PEDRO DO SUL","ESC. EST. TITO FERRARI","ESC EST ED BAS TITO FERRARI",1
"SAO SEPE","COLEGIO ESTADUAL TIARAJU","INST EST EDUC TIARAJU",1
"SAO SEPE","CTG CORONEL CHANANECO","EMEF CORONEL CHANANECO",1
"TRES PASSOS","ESCOLA MUNICIPAL SAO JOSE","EMIEF SAO JOSE",1
"TRES PASSOS","ESCOLA ESTADUAL PADRE GONZALES","ESC EST ED BAS PADRE GONZALES",1
"TUPANCIRETA","ESC. EST. MAE DE DEUS","INST EST EDUC MAE DE DEUS",1
"SANANDUVA","CENTRO - COLEGIO ESTADUAL SANANDUVA","COL ESTADUAL SANANDUVA",1
"CERRO LARGO","ESCOLA ESTADUAL EUGENIO FRANTZ","ESC EST ED BAS EUGENIO FRANTZ",1
"CERRO LARGO","ESCOLA SAO JOSE","EMEF SAO JOSE",1
"GUARANI DAS MISSOES","ESCOLA ESTADUAL GUARAMANO","ESC EST TECNICA GUARAMANO",1
"SALVADOR DAS MISSOES","ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFESSOR EGON HOFF","ESC MUN ENS FUN PROFESSOR EGON EUGENIO HOFF",1
"TRINDADE DO SUL","SAO JOSE - ESC M.E.F. SANTA LUCIA","EMEF SANTA LUCIA",1
"SAO MARTINHO","E. E. E. M. SAO MARTINHO","ESC EST ED BAS SAO MARTINHO",1
"CIDREIRA","E.E.E.M. RAUL PILLA","ESC EST ED BAS RAUL PILLA",1
"IMBE","E.E.E.M. 9 DE MAIO","ESC EST ENS MED NOVE DE MAIO",1
"PORTO ALEGRE","COLEGIO FARROUPILHA","CENT ENS MEDIO FARROUPILHA",1
"PORTO ALEGRE","ESCOLA DE ENSINO FUNDAMENTAL E MEDIO ITALIA","ESC EST ENS MED ITALIA",1
"PANAMBI","ESCOLA ESTADUAL PONCHO VERDE","ESC EST ED BAS PONCHO VERDE",1
"SANTA BARBARA DO SUL","ESC.EST.BLAU NUNES","COL ESTADUAL BLAU NUNES",1
"AGUDO","ESCOLA ESTADUAL SETE DE SETEMBRO","EMEF 7 DE SETEMBRO",1
"AGUDO","ESCOLA ESTADUAL PROFESSOR WILLY ROOS","ESC EST ED BAS PROFESSOR WILLY ROOS",1
"NOVA PALMA","ESCOLA ESTADUAL TIRADENTES","ESC EST ED BAS TIRADENTES",1
"SAO JOAO DO POLESINE","E E JOAO XXIII","ESC EST ED BAS JOAO XXIII",1
"IBIRUBA","ESCOLA SANTA TEREZINHA","EMEF SANTA TERESINHA",1
"IBIRUBA","ESCOLA ESTADUAL DE EDUCACAO BASICA GENERAL OSORIO","ESC EST ED BAS GENERAL OSORIO",1
"QUINZE DE NOVEMBRO","ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL SANTA CLARA","ESC MUNIC DE ENS FUNDAMENTAL SANTA CLARA",1
"CERRITO","REINALDO KARNOPP","EMEF PROFESSOR REINALDO KARNOPP",1
"CERRITO","ESCOLA SANTO ANDRE","ESC MUN ENS FUN SANTO ANDRE",1
"IMIGRANTE","ESCOLA LINHA ERNESTO ALVES","ESC MUN DE ENS FUND ERNESTO ALVES",1
"GIRUA","ESCOLA E E F TELMO MOTTA","ESC EST ENS FUN TELMO MOTTA CIEP",1
"PASSO FUNDO","E. E. ABRAMO A. ZANOTTO","ESC EST ENS FUN ABHRAMO ANGELO ZANOTTO",1
"CANOAS","PAZ- UNIDADE ENSINO","UNIDADE ENSINO PAZ",1
"CANOAS","MARECHAL RONDON-COL. ESTADUAL","COL ESTADUAL MARECHAL RONDON",1
"DAVID CANABARRO","ESCOLA ESTADUAL ASSIS BRASIL","INST EST EDUC ASSIS BRASIL",1
"SANTO ANTONIO DAS MISSOES","ESCOLA MUNICIPAL BRASIL URBANO","EMEF BRASIL URBANO DA SILVA",1
"BAGE","ESCOLA SAO PEDRO","EMEF SAO PEDRO",1
"CANDIOTA","ESCOLA SEIVAL","ESC EST ENS FUN SEIVAL",1
"CANDIOTA","ESCOLA SANTA IZABEL","EMEF SANTA IZABEL",1
"PLANALTO","ESCOLA EST. DE ENSINO FUNDAMENTAL SANTA CRUZ","ESC EST ENS FUN SANTA CRUZ",1
"ARVOREZINHA","ESCOLA ESTADUAL MATILDE GHELEN","ESC EST ENS FUN MATHILDE GEHLEN",1
"IGREJINHA","ESCOLA ESTADUAL  BAIRRO FIGUEIRAS","ESC EST ENS FUN FIGUEIRAS",1
"IGREJINHA","ESCOLA MUNICIPAL DE ENS FUND HILARIO BACKES","EMEF HILARIO NESTOR BACKES",1
"TRES COROAS","COLEGIO ESTADUAL 12 DE MAIO","COL ESTADUAL DOZE DE MAIO",1
"BARAO","ESCOLA ESTADUAL CONEGO KASPARI","ESC EST ENS FUN CONEGO CASPARY",1
"DOIS IRMAOS","ESCOLA ESTADUAL DE ENS. MEDIO AFFONSO WOLF","ESC EST TECNICA AFFONSO WOLF",1
"SALTO DO JACUI","MIGUEL CALMON ESCOLA","INST EST EDUC MIGUEL CALMON",1
"SALTO DO JACUI","ESCOLA MUNICIPAL JOSE ANCHIETA","EMEF PADRE JOSE DE ANCHIETA",1
"TUNAS","ESCOLA ESTADUAL LAURA KLAUDAT","ESC EST ED BAS LAURA KLAUDAT",1
"RESTINGA SECA","ESCOLA MUNICIPAL 03 DE OUTUBRO","EMEF TRES DE OUTUBRO",1
"PORTO ALEGRE","COLEGIO SAO JOSE DO MURIALDO","COLEGIO MURIALDO",1
"PORTO ALEGRE","PAULO DA GAMA - ESCOLA ESTADUAL","INST EST EDUC PAULO DA GAMA",1
"VALE DO SOL","ANTIGA E.M.E.F. SAO JOSE","ESC MUN ENS FUN SAO JOSE",1
"VERA CRUZ","E.M.E.I. VOVO ADAIL","ESC MUN ED INFA VOVO ADAIL",1
"RIO GRANDE","ESCOLA ESTADUAL TREZE DE MAIO","ESC EST ENS FUN 13 DE MAIO",1
"RIO GRANDE","ESCOLA MUNICIPAL SANTANA","EMEF SANT ANA",1
"CAXIAS DO SUL","E. M. E. F. VITORIO RECH II","EMEF VITORIO RECH SEGUNDO",1
"ALFREDO WAGNER","ESCOLA ISOLADA RIO ADAGA","EI MUN RIO ADAGA",1
"ALFREDO WAGNER","ESCOLA ISOLADA RIO LESSA","EI MUN RIO LESSA",1
"BOM RETIRO","NUCLEO MUNICIPAL CANOAS","ESCOLA DO CAMPO CANOAS",1
"BOM RETIRO","NUCLEO MUNICIPAL SAO JOSE","NUCLEO MUN SAO JOSE",1
"BOM RETIRO","ESCOLA MUNICIPAL TRES PONTAS","ESCOLA DO CAMPO TRES PONTAS",1
"BRUSQUE","ESCOLA DE ENSINO FUNDAMENTAL PADRE TEODORO BECKER","CEI E ESCOLA PADRE THEODORO BECKER",1
"CACADOR","GRUPO ESCOLAR TABAJARA","EMEB TABAJARA",1
"CAMPOS NOVOS","ESCOLA ISOLADA PADRE JOSIMO TAVARES","EIM PE JOSIMO MORAES TAVARES",1
"CANOINHAS","CENTRO DE EDUCACAO INFANTIL SANTA BARBARA","CENTRO DE EDUCACAO INFANTIL RURAL SANTA BARBARA",1
"CONCORDIA","ESCOLA BASICA MUNICIPAL DAS NACOES","EBM NACOES",1
"CONCORDIA","ESCOLA ISOLADA MUNICIPAL TIRADENTES","EMC LINHA TIRADENTES",1
"CONCORDIA","ESCOLA BASICA DOGELO GOSS","EEB DOGELLO GOSS",1
"CONCORDIA","ESCOLA ISOLADA MUNICIPAL DE SURUVI","ESCOLA MUN DO CAMPO SURUVI",1
"CONCORDIA","ESCOLA BASICA IRMAO MIGUEL","EBM IRMAO MIGUEL",1
"CRICIUMA","E. M. DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL HERCILIO LUZ","EMEIEF NUCLEO HERCILIO LUZ",1
"FLORIANOPOLIS","CRECHE IRMAO CELSO","NEIM IRMAO CELSO",1
"FLORIANOPOLIS","COLEGIO DE APLICACAO","COLEGIO DE APLICACAO UFSC",1
"APIUNA","ESCOLA BASICA SUBIDA","EB SUBIDA",1
"ITAJAI","COLEGIO SALESIANO","COLEGIO SALESIANO ITAJAI",1
"ITAJAI","COLEGIO SAO JOSE","ACBNL COLEGIO SAO JOSE",1
"JOACABA","COLEGIO ESTADUAL CELSO RAMOS","EEB GOV CELSO RAMOS",1
"PESCARIA BRAVA","ESCOLA DE EDUCACAO BASICA DE TAQUARUCU","EEB TAQUARACU",1
"PALHOCA","COLEGIO ENERGIA","COLEGIO ENERGIA PALHOCA",1
"IRINEOPOLIS","ESCOLA MUNICIPAL DE SANTO ANTONIO","CEI SANTO ANTONIO",1
"PORTO UNIAO","ESCOLA BASICA NILO PECANHA","EEB NILO PECANHA",1
"PORTO UNIAO","ESCOLA BASICA FREI DEODATO","NUCLEO EDUCACIONAL FREI DEODATO",1
"SAO FRANCISCO DO SUL","ESCOLA MUNICIPAL DE LARANJEIRAS","EIEF LARANJEIRAS",1
"SAO BENTO DO SUL","ESCOLA BASICA MUNICIPAL PRESIDENTE CASTELO BRANCO","EB MUN PRES CASTELO BRANCO",1
"SAO BENTO DO SUL","ESCOLA BASICA MUNICIPAL EMILIO ENGEL","EB MUN EMILIO ENGEL",1
"TIJUCAS","ESCOLA DE ENSINO FUNDAMENTAL CAMPO NOVO","EEF MUN CAMPO NOVO I",1
"CHAPECO","ESCOLA BASICA MUNICIPAL VILA REAL","EB MUN VILA REAL",1
"CHAPECO","ESCOLA INDIGENA DE ENSINO FUNDAMENTAL FEN'NO","EIEF FEN NO",1
"CHAPECO","ESCOLA BASICA MUNICIPAL LAGEADO LISO","EB MUN LAJEADO LISO",1
"CHAPECO","ESCOLA BASICA MUNICIPAL AGUA AMARELA","EB MUN AGUA AMARELA",1
"CHAPECO","ESCOLA INDIGENA DE ENSINO FUNDAMENTAL SAPE TY KO","EIEF SAPETY KPO",1
"CAPINZAL","ESCOLA BASICA SAO CRISTOVAO","EEB SAO CRISTOVAO",1
"IPIRA","ESCOLA BASICA CARLOS FRIES","EEB CARLOS FRIES",1
"PIRATUBA","ESCOLA MUNICIPAL AMELIA POLETTO","ESC MUN PROFESSORA AMELIA POLETTO HEPP",1
"PIRATUBA","ESCOLA BASICA MARECHAL CAMARA","ESCOLA BASICA MUNICIPAL MARECHAL CAMARA",1
"PIRATUBA","ESCOLA REUNIDAS ZONALTA","ER ZONALTA",1
"ITUPORANGA","ESCOLA BASICA MONT ALVERNE","EEF MONT ALVERNE",1
"XANXERE","COLEGIO INTELECTUS","COLEGIO INTELECTUS LTDA",1
"SAO MIGUEL DO OESTE","ESCOLA BASICA SAO SEBASTIAO","EEB SAO SEBASTIAO",1
"XAXIM","ESCOLA BASICA MUNICIPAL DOM BOSCO","EB MUN DOM BOSCO",1
"SAO LOURENCO DO OESTE","ESCOLA BASICA MUNICIPAL SANTA INES","EBM SANTA INES",1
"PRINCESA","ESCOLA PUBLICA MUNICIPAL RENASCER","ESC PUBL MUN RENASCER",1
"ANITA GARIBALDI","ESCOLA ISOLADA SAO PAULO","EI MUN SAO PAULO",1
"CERRO NEGRO","NUCLEO MUNICIPAL PEDRO AUTA CARDOSO","NUCLEO ESC MUN PEDRO AUTA CARDOSO",1
"NOVA TRENTO","ESCOLA MUNICIPAL DE EDUCACAO BASICA AGUTI","ESCOLA MUNICIPAL DE EDUCACAO BASICA DE AGUTI",1
"BALNEARIO CAMBORIU","CENTRO EDUCACIONAL SISTEMA UNIFICADO","COLEGIO UNIFICADO",1
"BALNEARIO CAMBORIU","CENTRO EDUCACIONAL MUNICIPAL DO ESTALEIRO DONA LILA","C E M DO ESTALEIRO",1
"ARVOREDO","ESCOLA ISOLADA DE LOMBA GRANDE","EI MUN LOMBA GRANDE",1
"ARVOREDO","ESCOLA ISOLADA LINHA SANTA TERESINHA","EI MUN SANTA TEREZINHA",1
"XAVANTINA","ESCOLA ISOLADA DE REDUTO","EI REDUTO",1
"PASSOS MAIA","ESCOLA MUNICIPAL CHAPECOZINHO","EEI E CHAPECOZINHO",1
"PASSOS MAIA","ESCOLA MUNICIPAL DUQUE DE CAXIAS","EEI E ENS FUND DUQUE DE CAXIAS",1
"IPORA DO OESTE","ESCOLA BASICA SAO LOURENCO","EEB SAO LOURENCO",1
"ANGELINA","ESCOLA ISOLADA MUNICIPAL DE FARTURA","CMEI FARTURA",1
"ANGELINA","ESCOLA ISOLADA MUNICIPAL DE RIO FORTUNA","CMEI RIO FORTUNA",1
"ABELARDO LUZ","ESCOLA BASICA ALTAIR SILVA","EEF ALTAIR SILVA",1
"ICARA","ESCOLA REUNIDA LUCIA DE LUCA","EMEF LUCIA DE LUCCA",1
"BARRA BONITA","ESCOLA BASICA MUNICIPAL OLAVO BILAC","EB MUN OLAVO BILAC",1
"CUNHA PORA","ESCOLA BASICA TUPINAMBA","EEF TUPINAMBA",1
"SUL BRASIL","ESCOLA BASICA SAO JOAO BOSCO","EEB SAO JOAO BOSCO",1
"SAO JOSE","ESCOLA BASICA CRISTO REI","EEF CRISTO REI",1
"HERVAL D'OESTE","ESCOLA BASICA MUNICIPAL CRUZ E SOUSA","EB MUN CRUZ E SOUSA",1
"CONCORDIA","ESCOLA BAIRRO PETROPOLIS","CENTRO MUNICIPAL DE EDUCACAO INFANTIL PETROPOLIS",1
"IRANI","ESCOLA BASICA SANTO ANTONIO","EMEB SANTO ANTONIO",1
"CRICIUMA","FORUM DE CRICIUMA","CEJA DE CRICIUMA",1
"PALMEIRA","NUCLEO MUNICIPAL PROFESSOR BENICIO","NUCLEO MUN PROFº BENICIO",1
"CHAPECO","EBM GOIO-EN","EB MUN GOIO EN",1
"FORQUILHINHA","ESCOLA BASICA ANGELO IZE","EEB ANGELO IZE",1
"NOVA VENEZA","ESCOLA BASICA MUNICIPAL LIBERO UGIONE","EB MUN LIBERO UGIONI",1
"TUBARAO","E.B. JOAO PAULO I - CAIC","EMEB JOAO PAULO I",1
"AURORA","ESCOLA BASICA ANA GALVAN","CENTRO EDUCACIONAL ANA GALVAN",1
"ARACAJU","LOURIVAL FONTES, ESC. EST. SENADOR","ESCOLA ESTADUAL SENADOR LOURIVAL FONTES",1
"ATIBAIA","COLEGIO ESPACO","ESPACO EDUCACAO BASICA COLEGIO",1
"AVARE","EE CORONEL JOAO CRUZ","CEL JTO A EE JOAO CRUZ",1
"CACAPAVA","EE. PROFª. RUTH SA","RUTH SA PROFESSORA",1
"CAFELANDIA","EE PRES AFONSO PENA","AFONSO PENA PRESIDENTE",1
"CAMPINAS","EE. OROZIMBO MAIA","OROSIMBO MAIA",1
"CANANEIA","EM OSWALDO LUCASHAKY","OSVALDO LUCACHAKI EMEF",1
"CRUZEIRO","EE MAJOR HERMOGENES","HERMOGENES MAJOR",1
"LAVRINHAS","EE CORONEL HORTA","HORTA CORONEL",1
"CUNHA","EMEF. BAIRRO DA BARRA","BAIRRO DA BARRA",1
"FRANCA","EE. PROF. ANGELO GOSUEN","CEL JTO A EE ANGELO GOSUEN PROF",1
"FRANCA","EE. MARIO D'ELIA","MARIO D ELIA",1
"IBITINGA","EE. PROF. ARIOVALDO DA FONSECA","ARIOVALDO DA FONSECA PROF DR",1
"ALAMBARI","EE EDUARDO SOARES-PROF.","EDUARDO SOARES PROF",1
"ITAPETININGA","EE MAJOR FONSECA","FONSECA MAJOR",1
"ITAPETININGA","EE EVONIO MARQUES-PROF.","EVONIO MARQUES PROF",1
"ITAPETININGA","EE JAIR BARTH-PROF.","JAIR BARTH PROF",1
"ITAPETININGA","EE PERICLES GALVAO-PROF.","PERICLES GALVAO PROF",1
